0 Branching ratio for HO2       Total        1 branches
4668.51   0.00E+00  0.00E+00
4669.51   0.00E+00  0.00E+00
4670.51   0.00E+00  0.00E+00
4671.51   0.00E+00  0.00E+00
4672.51   0.00E+00  0.00E+00
4673.51   0.00E+00  0.00E+00
4674.51   0.00E+00  0.00E+00
4675.51   0.00E+00  0.00E+00
4676.51   0.00E+00  0.00E+00
4677.51   0.00E+00  0.00E+00
4678.51   0.00E+00  0.00E+00
4679.51   0.00E+00  0.00E+00
4680.51   0.00E+00  0.00E+00
4681.51   0.00E+00  0.00E+00
4682.51   0.00E+00  0.00E+00
4683.51   0.00E+00  0.00E+00
4684.51   0.00E+00  0.00E+00
4685.51   0.00E+00  0.00E+00
4686.51   0.00E+00  0.00E+00
4687.51   0.00E+00  0.00E+00
4688.51   0.00E+00  0.00E+00
4689.51   0.00E+00  0.00E+00
4690.51   0.00E+00  0.00E+00
4691.51   0.00E+00  0.00E+00
4692.51   0.00E+00  0.00E+00
4693.51   0.00E+00  0.00E+00
4694.51   0.00E+00  0.00E+00
4695.51   0.00E+00  0.00E+00
4696.51   0.00E+00  0.00E+00
4697.51   0.00E+00  0.00E+00
4698.51   0.00E+00  0.00E+00
4699.51   0.00E+00  0.00E+00
4700.51   0.00E+00  0.00E+00
4701.51   0.00E+00  0.00E+00
4702.52   0.00E+00  0.00E+00
4703.52   0.00E+00  0.00E+00
4704.52   0.00E+00  0.00E+00
4705.52   0.00E+00  0.00E+00
4706.52   0.00E+00  0.00E+00
4707.52   0.00E+00  0.00E+00
4708.52   0.00E+00  0.00E+00
4709.52   0.00E+00  0.00E+00
4710.52   0.00E+00  0.00E+00
4711.52   0.00E+00  0.00E+00
4712.52   0.00E+00  0.00E+00
4713.52   0.00E+00  0.00E+00
4714.52   0.00E+00  0.00E+00
4715.52   0.00E+00  0.00E+00
4716.52   0.00E+00  0.00E+00
4717.52   0.00E+00  0.00E+00
4718.52   0.00E+00  0.00E+00
4719.52   0.00E+00  0.00E+00
4720.52   0.00E+00  0.00E+00
4721.52   0.00E+00  0.00E+00
4722.52   0.00E+00  0.00E+00
4723.52   0.00E+00  0.00E+00
4724.52   0.00E+00  0.00E+00
4725.52   0.00E+00  0.00E+00
4726.52   0.00E+00  0.00E+00
4727.52   0.00E+00  0.00E+00
4728.52   0.00E+00  0.00E+00
4729.52   0.00E+00  0.00E+00
4730.52   0.00E+00  0.00E+00
4731.52   0.00E+00  0.00E+00
4732.52   0.00E+00  0.00E+00
4733.52   0.00E+00  0.00E+00
4734.52   0.00E+00  0.00E+00
4735.52   0.00E+00  0.00E+00
4736.52   0.00E+00  0.00E+00
4737.52   0.00E+00  0.00E+00
4738.52   0.00E+00  0.00E+00
4739.52   0.00E+00  0.00E+00
4740.52   0.00E+00  0.00E+00
4741.52   0.00E+00  0.00E+00
4742.52   0.00E+00  0.00E+00
4743.52   0.00E+00  0.00E+00
4744.52   0.00E+00  0.00E+00
4745.52   0.00E+00  0.00E+00
4746.52   0.00E+00  0.00E+00
4747.52   0.00E+00  0.00E+00
4748.52   0.00E+00  0.00E+00
4749.52   0.00E+00  0.00E+00
4750.52   0.00E+00  0.00E+00
4751.52   0.00E+00  0.00E+00
4752.52   0.00E+00  0.00E+00
4753.52   0.00E+00  0.00E+00
4754.52   0.00E+00  0.00E+00
4755.52   0.00E+00  0.00E+00
4756.52   0.00E+00  0.00E+00
4757.52   0.00E+00  0.00E+00
4758.52   0.00E+00  0.00E+00
4759.52   0.00E+00  0.00E+00
4760.52   0.00E+00  0.00E+00
4761.52   0.00E+00  0.00E+00
4762.52   0.00E+00  0.00E+00
4763.52   0.00E+00  0.00E+00
4764.52   0.00E+00  0.00E+00
4765.52   0.00E+00  0.00E+00
4766.52   0.00E+00  0.00E+00
4767.52   0.00E+00  0.00E+00
4768.52   0.00E+00  0.00E+00
4769.52   0.00E+00  0.00E+00
4770.53   0.00E+00  0.00E+00
4771.53   0.00E+00  0.00E+00
4772.53   0.00E+00  0.00E+00
4773.53   0.00E+00  0.00E+00
4774.53   0.00E+00  0.00E+00
4775.53   0.00E+00  0.00E+00
4776.53   0.00E+00  0.00E+00
4777.53   0.00E+00  0.00E+00
4778.53   0.00E+00  0.00E+00
4779.53   0.00E+00  0.00E+00
4780.53   0.00E+00  0.00E+00
4781.53   0.00E+00  0.00E+00
4782.53   0.00E+00  0.00E+00
4783.53   0.00E+00  0.00E+00
4784.53   0.00E+00  0.00E+00
4785.53   0.00E+00  0.00E+00
4786.53   0.00E+00  0.00E+00
4787.53   0.00E+00  0.00E+00
4788.53   0.00E+00  0.00E+00
4789.53   0.00E+00  0.00E+00
4790.53   0.00E+00  0.00E+00
4791.53   0.00E+00  0.00E+00
4792.53   0.00E+00  0.00E+00
4793.53   0.00E+00  0.00E+00
4794.53   0.00E+00  0.00E+00
4795.53   0.00E+00  0.00E+00
4796.53   0.00E+00  0.00E+00
4797.53   0.00E+00  0.00E+00
4798.53   0.00E+00  0.00E+00
4799.53   0.00E+00  0.00E+00
4800.53   0.00E+00  0.00E+00
4801.53   0.00E+00  0.00E+00
4802.53   0.00E+00  0.00E+00
4803.53   0.00E+00  0.00E+00
4804.53   0.00E+00  0.00E+00
4805.53   0.00E+00  0.00E+00
4806.53   0.00E+00  0.00E+00
4807.53   0.00E+00  0.00E+00
4808.53   0.00E+00  0.00E+00
4809.53   0.00E+00  0.00E+00
4810.53   0.00E+00  0.00E+00
4811.53   0.00E+00  0.00E+00
4812.53   0.00E+00  0.00E+00
4813.53   0.00E+00  0.00E+00
4814.53   0.00E+00  0.00E+00
4815.53   0.00E+00  0.00E+00
4816.53   0.00E+00  0.00E+00
4817.53   0.00E+00  0.00E+00
4818.53   0.00E+00  0.00E+00
4819.53   0.00E+00  0.00E+00
4820.53   0.00E+00  0.00E+00
4821.53   0.00E+00  0.00E+00
4822.53   0.00E+00  0.00E+00
4823.53   0.00E+00  0.00E+00
4824.53   0.00E+00  0.00E+00
4825.53   0.00E+00  0.00E+00
4826.53   0.00E+00  0.00E+00
4827.53   0.00E+00  0.00E+00
4828.53   0.00E+00  0.00E+00
4829.53   0.00E+00  0.00E+00
4830.53   0.00E+00  0.00E+00
4831.53   0.00E+00  0.00E+00
4832.53   0.00E+00  0.00E+00
4833.53   0.00E+00  0.00E+00
4834.53   0.00E+00  0.00E+00
4835.53   0.00E+00  0.00E+00
4836.53   0.00E+00  0.00E+00
4837.53   0.00E+00  0.00E+00
4838.54   0.00E+00  0.00E+00
4839.54   0.00E+00  0.00E+00
4840.54   0.00E+00  0.00E+00
4841.54   0.00E+00  0.00E+00
4842.54   0.00E+00  0.00E+00
4843.54   0.00E+00  0.00E+00
4844.54   0.00E+00  0.00E+00
4845.54   0.00E+00  0.00E+00
4846.54   0.00E+00  0.00E+00
4847.54   0.00E+00  0.00E+00
4848.54   0.00E+00  0.00E+00
4849.54   0.00E+00  0.00E+00
4850.54   0.00E+00  0.00E+00
4851.54   0.00E+00  0.00E+00
4852.54   0.00E+00  0.00E+00
4853.54   0.00E+00  0.00E+00
4854.54   0.00E+00  0.00E+00
4855.54   0.00E+00  0.00E+00
4856.54   0.00E+00  0.00E+00
4857.54   0.00E+00  0.00E+00
4858.54   0.00E+00  0.00E+00
4859.54   0.00E+00  0.00E+00
4860.54   0.00E+00  0.00E+00
4861.54   0.00E+00  0.00E+00
4862.54   0.00E+00  0.00E+00
4863.54   0.00E+00  0.00E+00
4864.54   0.00E+00  0.00E+00
4865.54   0.00E+00  0.00E+00
4866.54   0.00E+00  0.00E+00
4867.54   0.00E+00  0.00E+00
4868.54   0.00E+00  0.00E+00
4869.54   0.00E+00  0.00E+00
4870.54   0.00E+00  0.00E+00
4871.54   0.00E+00  0.00E+00
4872.54   0.00E+00  0.00E+00
4873.54   0.00E+00  0.00E+00
4874.54   0.00E+00  0.00E+00
4875.54   0.00E+00  0.00E+00
4876.54   0.00E+00  0.00E+00
4877.54   0.00E+00  0.00E+00
4878.54   0.00E+00  0.00E+00
4879.54   0.00E+00  0.00E+00
4880.54   0.00E+00  0.00E+00
4881.54   0.00E+00  0.00E+00
4882.54   0.00E+00  0.00E+00
4883.54   0.00E+00  0.00E+00
4884.54   0.00E+00  0.00E+00
4885.54   0.00E+00  0.00E+00
4886.54   0.00E+00  0.00E+00
4887.54   0.00E+00  0.00E+00
4888.54   0.00E+00  0.00E+00
4889.54   0.00E+00  0.00E+00
4890.54   0.00E+00  0.00E+00
4891.54   0.00E+00  0.00E+00
4892.54   0.00E+00  0.00E+00
4893.54   0.00E+00  0.00E+00
4894.54   0.00E+00  0.00E+00
4895.54   0.00E+00  0.00E+00
4896.54   0.00E+00  0.00E+00
4897.54   0.00E+00  0.00E+00
4898.54   0.00E+00  0.00E+00
4899.54   0.00E+00  0.00E+00
4900.54   0.00E+00  0.00E+00
4901.54   0.00E+00  0.00E+00
4902.54   0.00E+00  0.00E+00
4903.54   0.00E+00  0.00E+00
4904.54   0.00E+00  0.00E+00
4905.54   0.00E+00  0.00E+00
4906.55   0.00E+00  0.00E+00
4907.55   0.00E+00  0.00E+00
4908.55   0.00E+00  0.00E+00
4909.55   0.00E+00  0.00E+00
4910.55   0.00E+00  0.00E+00
4911.55   0.00E+00  0.00E+00
4912.55   0.00E+00  0.00E+00
4913.55   0.00E+00  0.00E+00
4914.55   0.00E+00  0.00E+00
4915.55   0.00E+00  0.00E+00
4916.55   0.00E+00  0.00E+00
4917.55   0.00E+00  0.00E+00
4918.55   0.00E+00  0.00E+00
4919.55   0.00E+00  0.00E+00
4920.55   0.00E+00  0.00E+00
4921.55   0.00E+00  0.00E+00
4922.55   0.00E+00  0.00E+00
4923.55   0.00E+00  0.00E+00
4924.55   0.00E+00  0.00E+00
4925.55   0.00E+00  0.00E+00
4926.55   0.00E+00  0.00E+00
4927.55   0.00E+00  0.00E+00
4928.55   0.00E+00  0.00E+00
4929.55   0.00E+00  0.00E+00
4930.55   0.00E+00  0.00E+00
4931.55   0.00E+00  0.00E+00
4932.55   0.00E+00  0.00E+00
4933.55   0.00E+00  0.00E+00
4934.55   0.00E+00  0.00E+00
4935.55   0.00E+00  0.00E+00
4936.55   0.00E+00  0.00E+00
4937.55   0.00E+00  0.00E+00
4938.55   0.00E+00  0.00E+00
4939.55   0.00E+00  0.00E+00
4940.55   0.00E+00  0.00E+00
4941.55   0.00E+00  0.00E+00
4942.55   0.00E+00  0.00E+00
4943.55   0.00E+00  0.00E+00
4944.55   0.00E+00  0.00E+00
4945.55   0.00E+00  0.00E+00
4946.55   0.00E+00  0.00E+00
4947.55   0.00E+00  0.00E+00
4948.55   0.00E+00  0.00E+00
4949.55   0.00E+00  0.00E+00
4950.55   0.00E+00  0.00E+00
4951.55   0.00E+00  0.00E+00
4952.55   0.00E+00  0.00E+00
4953.55   0.00E+00  0.00E+00
4954.55   0.00E+00  0.00E+00
4955.55   0.00E+00  0.00E+00
4956.55   0.00E+00  0.00E+00
4957.55   0.00E+00  0.00E+00
4958.55   0.00E+00  0.00E+00
4959.55   0.00E+00  0.00E+00
4960.55   0.00E+00  0.00E+00
4961.55   0.00E+00  0.00E+00
4962.55   0.00E+00  0.00E+00
4963.55   0.00E+00  0.00E+00
4964.55   0.00E+00  0.00E+00
4965.55   0.00E+00  0.00E+00
4966.55   0.00E+00  0.00E+00
4967.55   0.00E+00  0.00E+00
4968.55   0.00E+00  0.00E+00
4969.55   0.00E+00  0.00E+00
4970.55   0.00E+00  0.00E+00
4971.55   0.00E+00  0.00E+00
4972.55   0.00E+00  0.00E+00
4973.55   0.00E+00  0.00E+00
4974.56   0.00E+00  0.00E+00
4975.56   0.00E+00  0.00E+00
4976.56   0.00E+00  0.00E+00
4977.56   0.00E+00  0.00E+00
4978.56   0.00E+00  0.00E+00
4979.56   0.00E+00  0.00E+00
4980.56   0.00E+00  0.00E+00
4981.56   0.00E+00  0.00E+00
4982.56   0.00E+00  0.00E+00
4983.56   0.00E+00  0.00E+00
4984.56   0.00E+00  0.00E+00
4985.56   0.00E+00  0.00E+00
4986.56   0.00E+00  0.00E+00
4987.56   0.00E+00  0.00E+00
4988.56   0.00E+00  0.00E+00
4989.56   0.00E+00  0.00E+00
4990.56   0.00E+00  0.00E+00
4991.56   0.00E+00  0.00E+00
4992.56   0.00E+00  0.00E+00
4993.56   0.00E+00  0.00E+00
4994.56   0.00E+00  0.00E+00
4995.56   0.00E+00  0.00E+00
4996.56   0.00E+00  0.00E+00
4997.56   0.00E+00  0.00E+00
4998.56   0.00E+00  0.00E+00
4999.56   0.00E+00  0.00E+00
5000.56   0.00E+00  0.00E+00
5001.56   0.00E+00  0.00E+00
5002.56   0.00E+00  0.00E+00
5003.56   0.00E+00  0.00E+00
5004.56   0.00E+00  0.00E+00
5005.56   0.00E+00  0.00E+00
5006.56   0.00E+00  0.00E+00
5007.56   0.00E+00  0.00E+00
5008.56   0.00E+00  0.00E+00
5009.56   0.00E+00  0.00E+00
5010.56   0.00E+00  0.00E+00
5011.56   0.00E+00  0.00E+00
5012.56   0.00E+00  0.00E+00
5013.56   0.00E+00  0.00E+00
5014.56   0.00E+00  0.00E+00
5015.56   0.00E+00  0.00E+00
5016.56   0.00E+00  0.00E+00
5017.56   0.00E+00  0.00E+00
5018.56   0.00E+00  0.00E+00
5019.56   0.00E+00  0.00E+00
5020.56   0.00E+00  0.00E+00
5021.56   0.00E+00  0.00E+00
5022.56   0.00E+00  0.00E+00
5023.56   0.00E+00  0.00E+00
5024.56   0.00E+00  0.00E+00
5025.56   0.00E+00  0.00E+00
5026.56   0.00E+00  0.00E+00
5027.56   0.00E+00  0.00E+00
5028.56   0.00E+00  0.00E+00
5029.56   0.00E+00  0.00E+00
5030.56   0.00E+00  0.00E+00
5031.56   0.00E+00  0.00E+00
5032.56   0.00E+00  0.00E+00
5033.56   0.00E+00  0.00E+00
5034.56   0.00E+00  0.00E+00
5035.56   0.00E+00  0.00E+00
5036.56   0.00E+00  0.00E+00
5037.56   0.00E+00  0.00E+00
5038.56   0.00E+00  0.00E+00
5039.56   0.00E+00  0.00E+00
5040.56   0.00E+00  0.00E+00
5041.56   0.00E+00  0.00E+00
5042.57   0.00E+00  0.00E+00
5043.57   0.00E+00  0.00E+00
5044.57   0.00E+00  0.00E+00
5045.57   0.00E+00  0.00E+00
5046.57   0.00E+00  0.00E+00
5047.57   0.00E+00  0.00E+00
5048.57   0.00E+00  0.00E+00
5049.57   0.00E+00  0.00E+00
5050.57   0.00E+00  0.00E+00
5051.57   0.00E+00  0.00E+00
5052.57   0.00E+00  0.00E+00
5053.57   0.00E+00  0.00E+00
5054.57   0.00E+00  0.00E+00
5055.57   0.00E+00  0.00E+00
5056.57   0.00E+00  0.00E+00
5057.57   0.00E+00  0.00E+00
5058.57   0.00E+00  0.00E+00
5059.57   0.00E+00  0.00E+00
5060.57   0.00E+00  0.00E+00
5061.57   0.00E+00  0.00E+00
5062.57   0.00E+00  0.00E+00
5063.57   0.00E+00  0.00E+00
5064.57   0.00E+00  0.00E+00
5065.57   0.00E+00  0.00E+00
5066.57   0.00E+00  0.00E+00
5067.57   0.00E+00  0.00E+00
5068.57   0.00E+00  0.00E+00
5069.57   0.00E+00  0.00E+00
5070.57   0.00E+00  0.00E+00
5071.57   0.00E+00  0.00E+00
5072.57   0.00E+00  0.00E+00
5073.57   0.00E+00  0.00E+00
5074.57   0.00E+00  0.00E+00
5075.57   0.00E+00  0.00E+00
5076.57   0.00E+00  0.00E+00
5077.57   0.00E+00  0.00E+00
5078.57   0.00E+00  0.00E+00
5079.57   0.00E+00  0.00E+00
5080.57   0.00E+00  0.00E+00
5081.57   0.00E+00  0.00E+00
5082.57   0.00E+00  0.00E+00
5083.57   0.00E+00  0.00E+00
5084.57   0.00E+00  0.00E+00
5085.57   0.00E+00  0.00E+00
5086.57   0.00E+00  0.00E+00
5087.57   0.00E+00  0.00E+00
5088.57   0.00E+00  0.00E+00
5089.57   0.00E+00  0.00E+00
5090.57   0.00E+00  0.00E+00
5091.57   0.00E+00  0.00E+00
5092.57   0.00E+00  0.00E+00
5093.57   0.00E+00  0.00E+00
5094.57   0.00E+00  0.00E+00
5095.57   0.00E+00  0.00E+00
5096.57   0.00E+00  0.00E+00
5097.57   0.00E+00  0.00E+00
5098.57   0.00E+00  0.00E+00
5099.57   0.00E+00  0.00E+00
5100.57   0.00E+00  0.00E+00
5101.57   0.00E+00  0.00E+00
5102.57   0.00E+00  0.00E+00
5103.57   0.00E+00  0.00E+00
5104.57   0.00E+00  0.00E+00
5105.57   0.00E+00  0.00E+00
5106.57   0.00E+00  0.00E+00
5107.57   0.00E+00  0.00E+00
5108.57   0.00E+00  0.00E+00
5109.57   0.00E+00  0.00E+00
5110.58   0.00E+00  0.00E+00
5111.58   0.00E+00  0.00E+00
5112.58   0.00E+00  0.00E+00
5113.58   0.00E+00  0.00E+00
5114.58   0.00E+00  0.00E+00
5115.58   0.00E+00  0.00E+00
5116.58   0.00E+00  0.00E+00
5117.58   0.00E+00  0.00E+00
5118.58   0.00E+00  0.00E+00
5119.58   0.00E+00  0.00E+00
5120.58   0.00E+00  0.00E+00
5121.58   0.00E+00  0.00E+00
5122.58   0.00E+00  0.00E+00
5123.58   0.00E+00  0.00E+00
5124.58   0.00E+00  0.00E+00
5125.58   0.00E+00  0.00E+00
5126.58   0.00E+00  0.00E+00
5127.58   0.00E+00  0.00E+00
5128.58   0.00E+00  0.00E+00
5129.58   0.00E+00  0.00E+00
5130.58   0.00E+00  0.00E+00
5131.58   0.00E+00  0.00E+00
5132.58   0.00E+00  0.00E+00
5133.58   0.00E+00  0.00E+00
5134.58   0.00E+00  0.00E+00
5135.58   0.00E+00  0.00E+00
5136.58   0.00E+00  0.00E+00
5137.58   0.00E+00  0.00E+00
5138.58   0.00E+00  0.00E+00
5139.58   0.00E+00  0.00E+00
5140.58   0.00E+00  0.00E+00
5141.58   0.00E+00  0.00E+00
5142.58   0.00E+00  0.00E+00
5143.58   0.00E+00  0.00E+00
5144.58   0.00E+00  0.00E+00
5145.58   0.00E+00  0.00E+00
5146.58   0.00E+00  0.00E+00
5147.58   0.00E+00  0.00E+00
5148.58   0.00E+00  0.00E+00
5149.58   0.00E+00  0.00E+00
5150.58   0.00E+00  0.00E+00
5151.58   0.00E+00  0.00E+00
5152.58   0.00E+00  0.00E+00
5153.58   0.00E+00  0.00E+00
5154.58   0.00E+00  0.00E+00
5155.58   0.00E+00  0.00E+00
5156.58   0.00E+00  0.00E+00
5157.58   0.00E+00  0.00E+00
5158.58   0.00E+00  0.00E+00
5159.58   0.00E+00  0.00E+00
5160.58   0.00E+00  0.00E+00
5161.58   0.00E+00  0.00E+00
5162.58   0.00E+00  0.00E+00
5163.58   0.00E+00  0.00E+00
5164.58   0.00E+00  0.00E+00
5165.58   0.00E+00  0.00E+00
5166.58   0.00E+00  0.00E+00
5167.58   0.00E+00  0.00E+00
5168.58   0.00E+00  0.00E+00
5169.58   0.00E+00  0.00E+00
5170.58   0.00E+00  0.00E+00
5171.58   0.00E+00  0.00E+00
5172.58   0.00E+00  0.00E+00
5173.58   0.00E+00  0.00E+00
5174.58   0.00E+00  0.00E+00
5175.58   0.00E+00  0.00E+00
5176.58   0.00E+00  0.00E+00
5177.58   0.00E+00  0.00E+00
5178.59   0.00E+00  0.00E+00
5179.59   0.00E+00  0.00E+00
5180.59   0.00E+00  0.00E+00
5181.59   0.00E+00  0.00E+00
5182.59   0.00E+00  0.00E+00
5183.59   0.00E+00  0.00E+00
5184.59   0.00E+00  0.00E+00
5185.59   0.00E+00  0.00E+00
5186.59   0.00E+00  0.00E+00
5187.59   0.00E+00  0.00E+00
5188.59   0.00E+00  0.00E+00
5189.59   0.00E+00  0.00E+00
5190.59   0.00E+00  0.00E+00
5191.59   0.00E+00  0.00E+00
5192.59   0.00E+00  0.00E+00
5193.59   0.00E+00  0.00E+00
5194.59   0.00E+00  0.00E+00
5195.59   0.00E+00  0.00E+00
5196.59   0.00E+00  0.00E+00
5197.59   0.00E+00  0.00E+00
5198.59   0.00E+00  0.00E+00
5199.59   0.00E+00  0.00E+00
5200.59   0.00E+00  0.00E+00
5201.59   0.00E+00  0.00E+00
5202.59   0.00E+00  0.00E+00
5203.59   0.00E+00  0.00E+00
5204.59   0.00E+00  0.00E+00
5205.59   0.00E+00  0.00E+00
5206.59   0.00E+00  0.00E+00
5207.59   0.00E+00  0.00E+00
5208.59   0.00E+00  0.00E+00
5209.59   0.00E+00  0.00E+00
5210.59   0.00E+00  0.00E+00
5211.59   0.00E+00  0.00E+00
5212.59   0.00E+00  0.00E+00
5213.59   0.00E+00  0.00E+00
5214.59   0.00E+00  0.00E+00
5215.59   0.00E+00  0.00E+00
5216.59   0.00E+00  0.00E+00
5217.59   0.00E+00  0.00E+00
5218.59   0.00E+00  0.00E+00
5219.59   0.00E+00  0.00E+00
5220.59   0.00E+00  0.00E+00
5221.59   0.00E+00  0.00E+00
5222.59   0.00E+00  0.00E+00
5223.59   0.00E+00  0.00E+00
5224.59   0.00E+00  0.00E+00
5225.59   0.00E+00  0.00E+00
5226.59   0.00E+00  0.00E+00
5227.59   0.00E+00  0.00E+00
5228.59   0.00E+00  0.00E+00
5229.59   0.00E+00  0.00E+00
5230.59   0.00E+00  0.00E+00
5231.59   0.00E+00  0.00E+00
5232.59   0.00E+00  0.00E+00
5233.59   0.00E+00  0.00E+00
5234.59   0.00E+00  0.00E+00
5235.59   0.00E+00  0.00E+00
5236.59   0.00E+00  0.00E+00
5237.59   0.00E+00  0.00E+00
5238.59   0.00E+00  0.00E+00
5239.59   0.00E+00  0.00E+00
5240.59   0.00E+00  0.00E+00
5241.59   0.00E+00  0.00E+00
5242.59   0.00E+00  0.00E+00
5243.59   0.00E+00  0.00E+00
5244.59   0.00E+00  0.00E+00
5245.59   0.00E+00  0.00E+00
5246.60   0.00E+00  0.00E+00
5247.60   0.00E+00  0.00E+00
5248.60   0.00E+00  0.00E+00
5249.60   0.00E+00  0.00E+00
5250.60   0.00E+00  0.00E+00
5251.60   0.00E+00  0.00E+00
5252.60   0.00E+00  0.00E+00
5253.60   0.00E+00  0.00E+00
5254.60   0.00E+00  0.00E+00
5255.60   0.00E+00  0.00E+00
5256.60   0.00E+00  0.00E+00
5257.60   0.00E+00  0.00E+00
5258.60   0.00E+00  0.00E+00
5259.60   0.00E+00  0.00E+00
5260.60   0.00E+00  0.00E+00
5261.60   0.00E+00  0.00E+00
5262.60   0.00E+00  0.00E+00
5263.60   0.00E+00  0.00E+00
5264.60   0.00E+00  0.00E+00
5265.60   0.00E+00  0.00E+00
5266.60   0.00E+00  0.00E+00
5267.60   0.00E+00  0.00E+00
5268.60   0.00E+00  0.00E+00
5269.60   0.00E+00  0.00E+00
5270.60   0.00E+00  0.00E+00
5271.60   0.00E+00  0.00E+00
5272.60   0.00E+00  0.00E+00
5273.60   0.00E+00  0.00E+00
5274.60   0.00E+00  0.00E+00
5275.60   0.00E+00  0.00E+00
5276.60   0.00E+00  0.00E+00
5277.60   0.00E+00  0.00E+00
5278.60   0.00E+00  0.00E+00
5279.60   0.00E+00  0.00E+00
5280.60   0.00E+00  0.00E+00
5281.60   0.00E+00  0.00E+00
5282.60   0.00E+00  0.00E+00
5283.60   0.00E+00  0.00E+00
5284.60   0.00E+00  0.00E+00
5285.60   0.00E+00  0.00E+00
5286.60   0.00E+00  0.00E+00
5287.60   0.00E+00  0.00E+00
5288.60   0.00E+00  0.00E+00
5289.60   0.00E+00  0.00E+00
5290.60   0.00E+00  0.00E+00
5291.60   0.00E+00  0.00E+00
5292.60   0.00E+00  0.00E+00
5293.60   0.00E+00  0.00E+00
5294.60   0.00E+00  0.00E+00
5295.60   0.00E+00  0.00E+00
5296.60   0.00E+00  0.00E+00
5297.60   0.00E+00  0.00E+00
5298.60   0.00E+00  0.00E+00
5299.60   0.00E+00  0.00E+00
5300.60   0.00E+00  0.00E+00
5301.60   0.00E+00  0.00E+00
5302.60   0.00E+00  0.00E+00
5303.60   0.00E+00  0.00E+00
5304.60   0.00E+00  0.00E+00
5305.60   0.00E+00  0.00E+00
5306.60   0.00E+00  0.00E+00
5307.60   0.00E+00  0.00E+00
5308.60   0.00E+00  0.00E+00
5309.60   0.00E+00  0.00E+00
5310.60   0.00E+00  0.00E+00
5311.60   0.00E+00  0.00E+00
5312.60   0.00E+00  0.00E+00
5313.60   0.00E+00  0.00E+00
5314.61   0.00E+00  0.00E+00
5315.61   0.00E+00  0.00E+00
5316.61   0.00E+00  0.00E+00
5317.61   0.00E+00  0.00E+00
5318.61   0.00E+00  0.00E+00
5319.61   0.00E+00  0.00E+00
5320.61   0.00E+00  0.00E+00
5321.61   0.00E+00  0.00E+00
5322.61   0.00E+00  0.00E+00
5323.61   0.00E+00  0.00E+00
5324.61   0.00E+00  0.00E+00
5325.61   0.00E+00  0.00E+00
5326.61   0.00E+00  0.00E+00
5327.61   0.00E+00  0.00E+00
5328.61   0.00E+00  0.00E+00
5329.61   0.00E+00  0.00E+00
5330.61   0.00E+00  0.00E+00
5331.61   0.00E+00  0.00E+00
5332.61   0.00E+00  0.00E+00
5333.61   0.00E+00  0.00E+00
5334.61   0.00E+00  0.00E+00
5335.61   0.00E+00  0.00E+00
5336.61   0.00E+00  0.00E+00
5337.61   0.00E+00  0.00E+00
5338.61   0.00E+00  0.00E+00
5339.61   0.00E+00  0.00E+00
5340.61   0.00E+00  0.00E+00
5341.61   0.00E+00  0.00E+00
5342.61   0.00E+00  0.00E+00
5343.61   0.00E+00  0.00E+00
5344.61   0.00E+00  0.00E+00
5345.61   0.00E+00  0.00E+00
5346.61   0.00E+00  0.00E+00
5347.61   0.00E+00  0.00E+00
5348.61   0.00E+00  0.00E+00
5349.61   0.00E+00  0.00E+00
5350.61   0.00E+00  0.00E+00
5351.61   0.00E+00  0.00E+00
5352.61   0.00E+00  0.00E+00
5353.61   0.00E+00  0.00E+00
5354.61   0.00E+00  0.00E+00
5355.61   0.00E+00  0.00E+00
5356.61   0.00E+00  0.00E+00
5357.61   0.00E+00  0.00E+00
5358.61   0.00E+00  0.00E+00
5359.61   0.00E+00  0.00E+00
5360.61   0.00E+00  0.00E+00
5361.61   0.00E+00  0.00E+00
5362.61   0.00E+00  0.00E+00
5363.61   0.00E+00  0.00E+00
5364.61   0.00E+00  0.00E+00
5365.61   0.00E+00  0.00E+00
5366.61   0.00E+00  0.00E+00
5367.61   0.00E+00  0.00E+00
5368.61   0.00E+00  0.00E+00
5369.61   0.00E+00  0.00E+00
5370.61   0.00E+00  0.00E+00
5371.61   0.00E+00  0.00E+00
5372.61   0.00E+00  0.00E+00
5373.61   0.00E+00  0.00E+00
5374.61   0.00E+00  0.00E+00
5375.61   0.00E+00  0.00E+00
5376.61   0.00E+00  0.00E+00
5377.61   0.00E+00  0.00E+00
5378.61   0.00E+00  0.00E+00
5379.61   0.00E+00  0.00E+00
5380.61   0.00E+00  0.00E+00
5381.61   0.00E+00  0.00E+00
5382.62   0.00E+00  0.00E+00
5383.62   0.00E+00  0.00E+00
5384.62   0.00E+00  0.00E+00
5385.62   0.00E+00  0.00E+00
5386.62   0.00E+00  0.00E+00
5387.62   0.00E+00  0.00E+00
5388.62   0.00E+00  0.00E+00
5389.62   0.00E+00  0.00E+00
5390.62   0.00E+00  0.00E+00
5391.62   0.00E+00  0.00E+00
5392.62   0.00E+00  0.00E+00
5393.62   0.00E+00  0.00E+00
5394.62   0.00E+00  0.00E+00
5395.62   0.00E+00  0.00E+00
5396.62   0.00E+00  0.00E+00
5397.62   0.00E+00  0.00E+00
5398.62   0.00E+00  0.00E+00
5399.62   0.00E+00  0.00E+00
5400.62   0.00E+00  0.00E+00
5401.62   0.00E+00  0.00E+00
5402.62   0.00E+00  0.00E+00
